20260628 180000;70.687000;70.710000;70.250000;70.337000;0
20260628 180100;70.317000;70.410000;70.175000;70.175000;0
20260628 180200;70.167000;70.230000;69.995000;70.117000;0
20260628 180300;70.097000;70.097000;69.947000;69.957000;0
20260628 180400;69.965000;70.030000;69.860000;69.917000;0
20260628 180500;69.915000;69.975000;69.785000;69.815000;0
20260628 180600;69.820000;69.935000;69.815000;69.905000;0
20260628 180700;69.897000;69.925000;69.777000;69.817000;0
20260628 180800;69.827000;69.970000;69.827000;69.947000;0
20260628 180900;69.945000;70.025000;69.940000;69.965000;0
20260628 181000;69.970000;69.985000;69.910000;69.915000;0
20260628 181100;69.930000;70.070000;69.930000;70.060000;0
20260628 181200;70.045000;70.080000;70.035000;70.050000;0
20260628 181300;70.055000;70.155000;70.045000;70.145000;0
20260628 181400;70.140000;70.140000;70.095000;70.105000;0
20260628 181500;70.125000;70.195000;70.117000;70.125000;0
20260628 181600;70.117000;70.125000;70.095000;70.115000;0
20260628 181700;70.105000;70.105000;70.075000;70.100000;0
20260628 181800;70.105000;70.240000;70.070000;70.230000;0
20260628 181900;70.250000;70.345000;70.240000;70.317000;0
20260628 182000;70.320000;70.340000;70.285000;70.315000;0
20260628 182100;70.295000;70.335000;70.285000;70.335000;0
20260628 182200;70.325000;70.340000;70.130000;70.200000;0
20260628 182300;70.185000;70.205000;70.125000;70.205000;0
20260628 182400;70.195000;70.265000;70.195000;70.265000;0
20260628 182500;70.288000;70.288000;70.235000;70.245000;0
20260628 182600;70.250000;70.320000;70.250000;70.305000;0
20260628 182700;70.317000;70.317000;70.245000;70.260000;0
20260628 182800;70.275000;70.335000;70.270000;70.335000;0
20260628 182900;70.340000;70.345000;70.310000;70.335000;0
20260628 183000;70.325000;70.360000;70.277000;70.305000;0
20260628 183100;70.295000;70.295000;70.255000;70.267000;0
20260628 183200;70.255000;70.255000;70.235000;70.235000;0
20260628 183300;70.240000;70.245000;70.240000;70.240000;0
20260628 183400;70.245000;70.260000;70.170000;70.170000;0
20260628 183500;70.175000;70.180000;70.150000;70.165000;0
20260628 183600;70.150000;70.175000;70.145000;70.175000;0
20260628 183700;70.165000;70.165000;70.137000;70.155000;0
20260628 183800;70.147000;70.160000;70.137000;70.145000;0
20260628 183900;70.137000;70.160000;70.135000;70.150000;0
20260628 184000;70.145000;70.150000;70.110000;70.135000;0
20260628 184100;70.145000;70.165000;70.140000;70.155000;0
20260628 184200;70.160000;70.197000;70.150000;70.150000;0
20260628 184300;70.155000;70.180000;70.155000;70.175000;0
20260628 184400;70.155000;70.155000;70.125000;70.140000;0
20260628 184500;70.135000;70.140000;70.110000;70.110000;0
20260628 184600;70.105000;70.140000;70.095000;70.115000;0
20260628 184700;70.110000;70.120000;70.053000;70.090000;0
20260628 184800;70.095000;70.130000;70.095000;70.130000;0
20260628 184900;70.120000;70.125000;70.025000;70.030000;0
20260628 185000;70.040000;70.060000;70.035000;70.037000;0
20260628 185100;70.045000;70.105000;70.045000;70.080000;0
20260628 185200;70.085000;70.085000;70.070000;70.075000;0
20260628 185300;70.070000;70.100000;70.070000;70.090000;0
20260628 185400;70.095000;70.105000;70.053000;70.085000;0
20260628 185500;70.080000;70.100000;70.035000;70.040000;0
20260628 185600;70.045000;70.055000;70.035000;70.035000;0
20260628 185700;70.030000;70.050000;69.988000;70.035000;0
20260628 185800;70.040000;70.075000;70.040000;70.065000;0
20260628 185900;70.070000;70.070000;69.958000;70.020000;0
20260628 190000;70.025000;70.070000;70.025000;70.025000;0
20260628 190100;70.050000;70.065000;70.045000;70.050000;0
20260628 190200;70.030000;70.030000;70.020000;70.030000;0
20260628 190300;70.020000;70.020000;69.970000;69.970000;0
20260628 190400;69.975000;69.987000;69.940000;69.980000;0
20260628 190500;69.970000;70.005000;69.965000;69.980000;0
20260628 190600;70.005000;70.030000;70.005000;70.030000;0
20260628 190700;69.983000;70.030000;69.983000;70.005000;0
